"SK_ID_CURR","TARGET_predicted_probability_of_notdefault_0","Target_Actual","Rate","Difference"
442842,0.59006643,0,59.006643,1.306643
193011,0.72564507,0,72.564507,14.864507
122304,0.93204796,0,93.204796,35.504796
424353,0.68075395,0,68.075395,10.375395
258442,0.9070096,0,90.70096,33.00096
277769,0.5114183,0,51.14183,-6.55817
302245,0.6561481,0,65.61481,7.91481
426595,0.74614197,0,74.614197,16.914197
144655,0.4290157,0,42.90157,-14.79843
406181,0.49381548,0,49.381548,-8.31845200000001
178261,0.6739946,0,67.39946,9.69946
365650,0.22901154,0,22.901154,-34.798846
307214,0.8742931,0,87.42931,29.72931
184587,0.56405324,0,56.405324,-1.294676
429056,0.29807693,0,29.807693,-27.892307
287489,0.82236546,0,82.236546,24.536546
386021,0.39235502,0,39.235502,-18.464498
334684,0.8079685,0,80.79685,23.09685
278233,0.5343478,0,53.43478,-4.26522
265920,0.77929634,0,77.929634,20.229634
330801,0.5323601,0,53.23601,-4.46399
205098,0.55843914,1,55.843914,-1.856086
336793,0.82014054,0,82.014054,24.314054
357310,0.43031913,0,43.031913,-14.668087
326860,0.4165433,0,41.65433,-16.04567
346809,0.9303429,0,93.03429,35.33429
263486,0.9134207,0,91.34207,33.64207
446414,0.4669487,0,46.69487,-11.00513
424090,0.77554,0,77.554,19.854
187667,0.72972447,0,72.972447,15.272447
271819,0.72422874,0,72.422874,14.722874
281728,0.5827925,0,58.27925,0.579250000000002
355669,0.51408046,0,51.408046,-6.291954
293302,0.3255543,0,32.55543,-25.14457
373376,0.46265143,0,46.265143,-11.434857
127286,0.41243452,0,41.243452,-16.456548
167332,0.8699644,0,86.99644,29.29644
391195,0.65682244,0,65.682244,7.98224399999999
342435,0.66366154,0,66.366154,8.66615399999999
367373,0.689664,0,68.9664,11.2664
114487,0.14659584,0,14.659584,-43.040416
418921,0.91106546,0,91.106546,33.406546
150281,0.8767713,0,87.67713,29.97713
241144,0.41486418,0,41.486418,-16.213582
178642,0.81880635,0,81.880635,24.180635
319537,0.56073374,0,56.073374,-1.626626
198280,0.46370077,1,46.370077,-11.329923
386166,0.7166677,1,71.66677,13.96677
177519,0.74122083,0,74.122083,16.422083
328907,0.6757337,0,67.57337,9.87336999999999
118838,0.3438217,0,34.38217,-23.31783
332500,0.60391366,0,60.391366,2.691366
440824,0.5130957,0,51.30957,-6.39042999999999
235261,0.18218052,0,18.218052,-39.481948
116837,0.45300263,1,45.300263,-12.399737
360721,0.8945525,0,89.45525,31.75525
143212,0.1525076,0,15.25076,-42.44924
210844,0.79969096,0,79.969096,22.269096
220974,0.73040354,0,73.040354,15.340354
455230,0.22590852,0,22.590852,-35.109148
129194,0.5016669,0,50.16669,-7.53331
383566,0.48218906,1,48.218906,-9.48109400000001
187417,0.74967325,0,74.967325,17.267325
376072,0.20848298,0,20.848298,-36.851702
426220,0.74063313,0,74.063313,16.363313
348874,0.56487477,0,56.487477,-1.212523
315618,0.7493861,0,74.93861,17.23861
455722,0.45357126,0,45.357126,-12.342874
383727,0.7094859,0,70.94859,13.24859
211200,0.53370696,0,53.370696,-4.32930400000001
303969,0.33777136,0,33.777136,-23.922864
118833,0.2419504,0,24.19504,-33.50496
303866,0.58628666,0,58.628666,0.928665999999993
284543,0.6120961,1,61.20961,3.50961
431848,0.7889068,0,78.89068,21.19068
250607,0.9251914,0,92.51914,34.81914
177074,0.82944113,0,82.944113,25.244113
389954,0.46876687,0,46.876687,-10.823313
412601,0.44849747,0,44.849747,-12.850253
322500,0.44656396,0,44.656396,-13.043604
255730,0.8240821,0,82.40821,24.70821
233514,0.83262056,0,83.262056,25.562056
307201,0.4854591,0,48.54591,-9.15409
192672,0.717999,0,71.7999,14.0999
386565,0.12597817,0,12.597817,-45.102183
228345,0.3182168,0,31.82168,-25.87832
438632,0.62052155,0,62.052155,4.352155
188811,0.7668625,0,76.68625,18.98625
167949,0.75043935,0,75.043935,17.343935
255822,0.7215366,0,72.15366,14.45366
244872,0.38488042,0,38.488042,-19.211958
421320,0.74683595,0,74.683595,16.983595
311392,0.8170309,0,81.70309,24.00309
179394,0.44146597,0,44.146597,-13.553403
332891,0.5787673,0,57.87673,0.176729999999992
336193,0.2467699,1,24.67699,-33.02301
455306,0.5964737,0,59.64737,1.94737
390416,0.3478133,0,34.78133,-22.91867
221362,0.515584,0,51.5584,-6.1416
227184,0.4571681,1,45.71681,-11.98319
188823,0.235205,0,23.5205,-34.1795
378898,0.94667894,0,94.667894,36.967894
110983,0.21315914,0,21.315914,-36.384086
443763,0.52403164,0,52.403164,-5.296836
347878,0.62621665,0,62.621665,4.921665
437688,0.52282584,0,52.282584,-5.417416
378957,0.87709606,0,87.709606,30.009606
374078,0.6252743,0,62.52743,4.82742999999999
305821,0.73578763,0,73.578763,15.878763
419912,0.72201633,1,72.201633,14.501633
268832,0.96287245,0,96.287245,38.587245
118138,0.66094327,0,66.094327,8.39432699999999
327748,0.250987,0,25.0987,-32.6013
337554,0.4320506,0,43.20506,-14.49494
339153,0.41923523,0,41.923523,-15.776477
192440,0.4949435,0,49.49435,-8.20565000000001
368113,0.9413688,0,94.13688,36.43688
302844,0.51350284,0,51.350284,-6.349716
198764,0.8874975,0,88.74975,31.04975
147163,0.4362895,0,43.62895,-14.07105
288055,0.7140518,0,71.40518,13.70518
279228,0.456437,0,45.6437,-12.0563
136094,0.7133759,0,71.33759,13.63759
386502,0.36207235,0,36.207235,-21.492765
188495,0.7996466,0,79.96466,22.26466
449131,0.8323176,0,83.23176,25.53176
186653,0.6749523,0,67.49523,9.79522999999999
130128,0.6941914,0,69.41914,11.71914
179732,0.7197777,0,71.97777,14.27777
172826,0.4771912,0,47.71912,-9.98088000000001
338461,0.25929612,0,25.929612,-31.770388
430552,0.49000078,0,49.000078,-8.699922
324167,0.85820055,0,85.820055,28.120055
322818,0.65302634,0,65.302634,7.60263399999999
247143,0.50514346,0,50.514346,-7.18565400000001
429186,0.4255497,0,42.55497,-15.14503
372175,0.3568378,1,35.68378,-22.01622
327647,0.5503298,0,55.03298,-2.66702000000001
311274,0.351227,0,35.1227,-22.5773
344253,0.81354034,0,81.354034,23.654034
119905,0.27243823,1,27.243823,-30.456177
445290,0.7686651,0,76.86651,19.16651
341724,0.4903478,0,49.03478,-8.66522000000001
211748,0.42126352,0,42.126352,-15.573648
408131,0.7190207,0,71.90207,14.20207
345638,0.35998666,0,35.998666,-21.701334
448227,0.8116057,0,81.16057,23.46057
204904,0.7212122,0,72.12122,14.42122
188620,0.49243426,0,49.243426,-8.456574
379018,0.78867525,0,78.867525,21.167525
371888,0.6754365,0,67.54365,9.84365
152248,0.6709138,0,67.09138,9.39138
305292,0.10222268,0,10.222268,-47.477732
124634,0.6985206,0,69.85206,12.15206
311253,0.36754197,0,36.754197,-20.945803
189607,0.36148864,0,36.148864,-21.551136
149031,0.2501762,0,25.01762,-32.68238
424404,0.7189577,0,71.89577,14.19577
163125,0.08462304,0,8.462304,-49.237696
324007,0.98165125,0,98.165125,40.465125
304706,0.6789338,0,67.89338,10.19338
434867,0.3121866,1,31.21866,-26.48134
222219,0.10037273,0,10.037273,-47.662727
216575,0.63670075,1,63.670075,5.970075
292877,0.9233824,0,92.33824,34.63824
108776,0.4816898,0,48.16898,-9.53102000000001
211495,0.3449136,0,34.49136,-23.20864
103069,0.79562664,0,79.562664,21.862664
142915,0.19324273,0,19.324273,-38.375727
407497,0.2478553,0,24.78553,-32.91447
318029,0.7754668,0,77.54668,19.84668
389351,0.2636025,1,26.36025,-31.33975
367351,0.7427548,0,74.27548,16.57548
280483,0.61678934,0,61.678934,3.978934
372072,0.70010984,0,70.010984,12.310984
261800,0.7388583,0,73.88583,16.18583
332127,0.8704815,0,87.04815,29.34815
341992,0.5193194,0,51.93194,-5.76806000000001
448932,0.48156917,1,48.156917,-9.543083
351715,0.6159953,0,61.59953,3.89953
285022,0.7743813,0,77.43813,19.73813
394763,0.48953605,1,48.953605,-8.746395
103445,0.51963663,0,51.963663,-5.736337
169621,0.23256946,0,23.256946,-34.443054
430752,0.38523072,0,38.523072,-19.176928
233381,0.87246597,0,87.246597,29.546597
182293,0.70385873,0,70.385873,12.685873
272216,0.30608106,1,30.608106,-27.091894
286647,0.49960232,0,49.960232,-7.73976800000001
233198,0.8872379,0,88.72379,31.02379
332925,0.75170517,0,75.170517,17.470517
378670,0.9312207,0,93.12207,35.42207
417060,0.62294674,0,62.294674,4.594674
193000,0.6203422,0,62.03422,4.33421999999999
254875,0.29085392,0,29.085392,-28.614608
386949,0.65648836,0,65.648836,7.948836
348038,0.76124364,0,76.124364,18.424364
178333,0.2505151,1,25.05151,-32.64849
195424,0.47938997,0,47.938997,-9.761003
448733,0.70265114,0,70.265114,12.565114
157045,0.78569436,0,78.569436,20.869436
401322,0.4339053,0,43.39053,-14.30947
140598,0.90761274,0,90.761274,33.061274
238547,0.82342774,0,82.342774,24.642774
405931,0.9231361,0,92.31361,34.61361
162642,0.8056432,0,80.56432,22.86432
360318,0.9093385,0,90.93385,33.23385
344197,0.22235537,0,22.235537,-35.464463
255242,0.41563666,0,41.563666,-16.136334
339160,0.63815504,0,63.815504,6.115504
272277,0.45618135,0,45.618135,-12.081865
208953,0.8258892,0,82.58892,24.88892
335970,0.5370407,0,53.70407,-3.99593
416574,0.353572,0,35.3572,-22.3428
245396,0.72921705,0,72.921705,15.221705
404987,0.7302763,0,73.02763,15.32763
445783,0.71906567,1,71.906567,14.206567
449274,0.56178594,0,56.178594,-1.521406
266916,0.38097245,0,38.097245,-19.602755
355313,0.61812174,0,61.812174,4.112174
310373,0.46251154,0,46.251154,-11.448846
417758,0.58499056,0,58.499056,0.799056
227510,0.8308452,0,83.08452,25.38452
335536,0.7525604,0,75.25604,17.55604
268383,0.60442656,0,60.442656,2.74265599999999
405462,0.81781554,0,81.781554,24.081554
450462,0.7509507,0,75.09507,17.39507
446829,0.6525852,0,65.25852,7.55852
111718,0.71247363,0,71.247363,13.547363
185678,0.8661778,0,86.61778,28.91778
333252,0.34840018,0,34.840018,-22.859982
235634,0.41311926,0,41.311926,-16.388074
373015,0.5731573,0,57.31573,-0.384270000000008
226844,0.7290089,0,72.90089,15.20089
439411,0.5317322,0,53.17322,-4.52678
399836,0.41147923,0,41.147923,-16.552077
391204,0.8132951,0,81.32951,23.62951
418064,0.38677597,0,38.677597,-19.022403
384576,0.7461711,0,74.61711,16.91711
286322,0.87252676,0,87.252676,29.552676
313400,0.8090967,0,80.90967,23.20967
414469,0.74006,0,74.006,16.306
243039,0.8673254,0,86.73254,29.03254
315795,0.42764473,1,42.764473,-14.935527
168517,0.72041875,0,72.041875,14.341875
381637,0.120016396,0,12.0016396,-45.6983604
268017,0.8951185,0,89.51185,31.81185
300383,0.74876475,0,74.876475,17.176475
260983,0.9212199,0,92.12199,34.42199
330579,0.77139634,0,77.139634,19.439634
202024,0.3823083,0,38.23083,-19.46917
323227,0.16949755,0,16.949755,-40.750245
132788,0.78263855,0,78.263855,20.563855
364740,0.65110743,0,65.110743,7.410743
139793,0.3158127,0,31.58127,-26.11873
153947,0.61688006,0,61.688006,3.98800599999999
220596,0.42637646,0,42.637646,-15.062354
423264,0.23309457,1,23.309457,-34.390543
105151,0.4636793,0,46.36793,-11.33207
131080,0.33194,0,33.194,-24.506
130050,0.6015723,0,60.15723,2.45723
195749,0.8709706,0,87.09706,29.39706
441628,0.07613188,1,7.613188,-50.086812
248709,0.49201602,0,49.201602,-8.498398
414407,0.42892683,0,42.892683,-14.807317
451624,0.58912516,1,58.912516,1.212516
412813,0.8771065,0,87.71065,30.01065
315427,0.27780515,0,27.780515,-29.919485
144474,0.23492908,0,23.492908,-34.207092
353436,0.7570689,0,75.70689,18.00689
374371,0.45970708,0,45.970708,-11.729292
224745,0.49593776,1,49.593776,-8.106224
114000,0.22710502,0,22.710502,-34.989498
120097,0.576461,0,57.6461,-0.0539000000000058
139539,0.67448443,1,67.448443,9.74844299999999
158095,0.87365466,0,87.365466,29.665466
440381,0.78298664,0,78.298664,20.598664
438939,0.2574458,0,25.74458,-31.95542
270690,0.21230513,0,21.230513,-36.469487
342031,0.6053258,1,60.53258,2.83258
315862,0.8863656,0,88.63656,30.93656
445898,0.556111,0,55.6111,-2.0889
276025,0.30762714,0,30.762714,-26.937286
353840,0.7137407,0,71.37407,13.67407
164197,0.5361867,0,53.61867,-4.08133
153207,0.83632004,0,83.632004,25.932004
114503,0.94808024,0,94.808024,37.108024
284161,0.37967694,0,37.967694,-19.732306
232786,0.30031228,0,30.031228,-27.668772
172579,0.45618773,0,45.618773,-12.081227
307654,0.61792356,0,61.792356,4.092356
390481,0.49850148,0,49.850148,-7.84985200000001
262683,0.4709068,0,47.09068,-10.60932
410362,0.832095,0,83.2095,25.5095
409853,0.6424304,0,64.24304,6.54303999999999
412814,0.5746535,0,57.46535,-0.234650000000002
424977,0.7415814,0,74.15814,16.45814
242534,0.90466297,0,90.466297,32.766297
355491,0.8464769,0,84.64769,26.94769
264919,0.46118093,0,46.118093,-11.581907
114124,0.6149112,0,61.49112,3.79112
439419,0.91274744,0,91.274744,33.574744
292247,0.6139709,0,61.39709,3.69709
388101,0.6916909,0,69.16909,11.46909
132157,0.49338818,0,49.338818,-8.361182
307353,0.4256693,0,42.56693,-15.13307
169375,0.2276516,1,22.76516,-34.93484
260704,0.7828527,0,78.28527,20.58527
327348,0.87632126,0,87.632126,29.932126
303154,0.29888642,1,29.888642,-27.811358
152183,0.7172208,0,71.72208,14.02208
277495,0.5250589,1,52.50589,-5.19411
206782,0.40873307,1,40.873307,-16.826693
183539,0.39550477,0,39.550477,-18.149523
108293,0.75906235,0,75.906235,18.206235
273474,0.33327645,0,33.327645,-24.372355
130454,0.32735127,0,32.735127,-24.964873
325295,0.60408676,0,60.408676,2.70867599999999
119153,0.3930956,0,39.30956,-18.39044
397177,0.5688317,0,56.88317,-0.816829999999996
186597,0.21079385,0,21.079385,-36.620615
336080,0.6236646,0,62.36646,4.66646
107835,0.43249053,0,43.249053,-14.450947
254225,0.18487746,1,18.487746,-39.212254
434586,0.52608013,0,52.608013,-5.091987
287410,0.2446875,0,24.46875,-33.23125
399291,0.7827315,0,78.27315,20.57315
278339,0.4897297,1,48.97297,-8.72703000000001
209806,0.9160453,0,91.60453,33.90453
417377,0.7750934,0,77.50934,19.80934
262819,0.46468025,0,46.468025,-11.231975
282818,0.76675814,0,76.675814,18.975814
408809,0.8264861,0,82.64861,24.94861
196820,0.70784247,0,70.784247,13.084247
360808,0.43072885,0,43.072885,-14.627115
352267,0.44084966,0,44.084966,-13.615034
188595,0.75130033,0,75.130033,17.430033
302134,0.41278905,0,41.278905,-16.421095
220095,0.76683575,0,76.683575,18.983575
162658,0.81567496,0,81.567496,23.867496
111429,0.6210693,0,62.10693,4.40693
441677,0.7449033,0,74.49033,16.79033
277279,0.7226527,0,72.26527,14.56527
149835,0.6869557,0,68.69557,10.99557
434497,0.19160104,0,19.160104,-38.539896
217274,0.39520866,0,39.520866,-18.179134
115825,0.48897845,0,48.897845,-8.802155
182996,0.5168755,0,51.68755,-6.01245
163589,0.88125414,0,88.125414,30.425414
352149,0.82404655,0,82.404655,24.704655
133797,0.1354881,0,13.54881,-44.15119
444670,0.4986596,0,49.86596,-7.83404
209535,0.6189592,0,61.89592,4.19592
197777,0.5530566,0,55.30566,-2.39434
440525,0.7658142,0,76.58142,18.88142
305528,0.94344485,0,94.344485,36.644485
125822,0.2654119,0,26.54119,-31.15881
280362,0.19181055,0,19.181055,-38.518945
170561,0.78400433,0,78.400433,20.700433
368712,0.7102783,0,71.02783,13.32783
376562,0.8088497,0,80.88497,23.18497
134095,0.8408702,0,84.08702,26.38702
362678,0.43283343,0,43.283343,-14.416657
326930,0.8739596,0,87.39596,29.69596
100305,0.421745,0,42.1745,-15.5255
418480,0.83284736,0,83.284736,25.584736
412828,0.23052478,1,23.052478,-34.647522
299416,0.9007176,0,90.07176,32.37176
199617,0.31634212,1,31.634212,-26.065788
392005,0.7199751,0,71.99751,14.29751
117645,0.704579,0,70.4579,12.7579
447485,0.4925511,0,49.25511,-8.44489
426015,0.5715969,0,57.15969,-0.540310000000005
272395,0.30740625,0,30.740625,-26.959375
208741,0.845708,0,84.5708,26.8708
166689,0.50952506,0,50.952506,-6.747494
372899,0.8601149,0,86.01149,28.31149
248469,0.61544585,0,61.544585,3.844585
324521,0.6384634,0,63.84634,6.14634
397075,0.14678556,0,14.678556,-43.021444
100417,0.4439119,0,44.39119,-13.30881
259608,0.4622221,0,46.22221,-11.47779
234342,0.7373473,0,73.73473,16.03473
267729,0.47645068,0,47.645068,-10.054932
387773,0.44926327,1,44.926327,-12.773673
443331,0.28143567,1,28.143567,-29.556433
236473,0.5063045,0,50.63045,-7.06955
102379,0.4818595,0,48.18595,-9.51405
185722,0.44005567,0,44.005567,-13.694433
153011,0.8381535,0,83.81535,26.11535
123838,0.35812217,0,35.812217,-21.887783
261939,0.5006894,0,50.06894,-7.63106000000001
249914,0.29480714,0,29.480714,-28.219286
185145,0.7721322,0,77.21322,19.51322
377038,0.8641546,0,86.41546,28.71546
117844,0.815529,0,81.5529,23.8529
316893,0.5619739,0,56.19739,-1.50261
319934,0.65001655,0,65.001655,7.301655
120337,0.6099243,0,60.99243,3.29243
222404,0.7960352,0,79.60352,21.90352
398332,0.87407434,0,87.407434,29.707434
276335,0.19079864,0,19.079864,-38.620136
304541,0.31885076,1,31.885076,-25.814924
269184,0.57225746,0,57.225746,-0.474254000000002
113165,0.76023656,0,76.023656,18.323656
105620,0.46892536,0,46.892536,-10.807464
248588,0.69676507,0,69.676507,11.976507
433013,0.13948739,1,13.948739,-43.751261
448076,0.3362481,0,33.62481,-24.07519
112578,0.709733,0,70.9733,13.2733
117601,0.4946661,1,49.46661,-8.23339
106517,0.14452642,0,14.452642,-43.247358
351918,0.43279737,1,43.279737,-14.420263
231948,0.26172906,1,26.172906,-31.527094
406493,0.8890008,0,88.90008,31.20008
221942,0.49103755,0,49.103755,-8.596245
407888,0.35292178,1,35.292178,-22.407822
403079,0.19737715,0,19.737715,-37.962285
267889,0.41416168,0,41.416168,-16.283832
374634,0.40502143,0,40.502143,-17.197857
418530,0.51800156,0,51.800156,-5.89984400000001
417539,0.08136845,0,8.136845,-49.563155
325950,0.5394248,0,53.94248,-3.75752
205666,0.38433564,1,38.433564,-19.266436
130173,0.16544116,1,16.544116,-41.155884
412058,0.69137794,0,69.137794,11.437794
147863,0.24274439,0,24.274439,-33.425561
236113,0.33753192,0,33.753192,-23.946808
382371,0.5427431,1,54.27431,-3.42569
348956,0.7106854,0,71.06854,13.36854
281459,0.27914745,0,27.914745,-29.785255
175112,0.29810262,0,29.810262,-27.889738
252516,0.58308995,0,58.308995,0.608994999999993
435023,0.73648334,0,73.648334,15.948334
444394,0.7924494,0,79.24494,21.54494
365146,0.8669055,0,86.69055,28.99055
400456,0.67886585,0,67.886585,10.186585
135846,0.5871867,0,58.71867,1.01866999999999
296731,0.4216364,0,42.16364,-15.53636
210238,0.41513157,0,41.513157,-16.186843
243508,0.64783,0,64.783,7.083
189936,0.4886825,0,48.86825,-8.83175
114464,0.62447107,0,62.447107,4.747107
368247,0.82148874,0,82.148874,24.448874
283359,0.58437073,0,58.437073,0.737072999999995
438175,0.8021684,0,80.21684,22.51684
214848,0.85655546,0,85.655546,27.955546
289736,0.17265439,1,17.265439,-40.434561
414504,0.6195518,0,61.95518,4.25518
120234,0.7913555,0,79.13555,21.43555
128087,0.8973526,0,89.73526,32.03526
239499,0.89018667,0,89.018667,31.318667
349914,0.9084392,0,90.84392,33.14392
327157,0.60879374,0,60.879374,3.179374
180657,0.8007019,0,80.07019,22.37019
146780,0.13615775,1,13.615775,-44.084225
160349,0.19335878,0,19.335878,-38.364122
173011,0.24356163,0,24.356163,-33.343837
153620,0.16245866,0,16.245866,-41.454134
309329,0.6585533,0,65.85533,8.15532999999999
359148,0.5784923,0,57.84923,0.149229999999996
299778,0.2864725,0,28.64725,-29.05275
141784,0.773497,0,77.3497,19.6497
153417,0.6627691,0,66.27691,8.57691
322213,0.47893196,0,47.893196,-9.80680400000001
233936,0.7925362,0,79.25362,21.55362
372251,0.92161804,0,92.161804,34.461804
251358,0.88376397,0,88.376397,30.676397
205783,0.6004191,0,60.04191,2.34191
167201,0.28856057,0,28.856057,-28.843943
151903,0.58420813,0,58.420813,0.720813
363292,0.6400196,0,64.00196,6.30195999999999
143062,0.3453653,0,34.53653,-23.16347
329974,0.26503348,0,26.503348,-31.196652
226424,0.86537826,0,86.537826,28.837826
250417,0.7536123,0,75.36123,17.66123
416101,0.27591956,0,27.591956,-30.108044
287892,0.27977246,0,27.977246,-29.722754
325281,0.74100494,0,74.100494,16.400494
276275,0.6480477,0,64.80477,7.10477
416465,0.7059541,0,70.59541,12.89541
357609,0.27344978,0,27.344978,-30.355022
386067,0.4283257,0,42.83257,-14.86743
246784,0.6965183,0,69.65183,11.95183
398034,0.76532304,0,76.532304,18.832304
229163,0.7668803,0,76.68803,18.98803
306524,0.830175,0,83.0175,25.3175
371024,0.27502042,1,27.502042,-30.197958
236823,0.585583,0,58.5583,0.858299999999993
254723,0.63737226,1,63.737226,6.037226
312265,0.56288815,0,56.288815,-1.411185
444259,0.8072356,0,80.72356,23.02356
325621,0.68994033,0,68.994033,11.294033
152729,0.42199564,0,42.199564,-15.500436
194579,0.65749216,0,65.749216,8.049216
241742,0.9382524,0,93.82524,36.12524
324966,0.8744583,0,87.44583,29.74583
268885,0.8671489,0,86.71489,29.01489
409750,0.711833,0,71.1833,13.4833
172424,0.75481683,0,75.481683,17.781683
328222,0.47202057,0,47.202057,-10.497943
106793,0.34079516,0,34.079516,-23.620484
292039,0.77975345,0,77.975345,20.275345
288538,0.524465,0,52.4465,-5.25350000000001
157435,0.53495884,0,53.495884,-4.204116
191029,0.5800055,0,58.00055,0.300549999999994
361868,0.3748256,0,37.48256,-20.21744
179646,0.7674424,0,76.74424,19.04424
424519,0.623143,0,62.3143,4.6143
367355,0.8734083,0,87.34083,29.64083
162139,0.87258023,0,87.258023,29.558023
322551,0.2972247,0,29.72247,-27.97753
455545,0.42391735,0,42.391735,-15.308265
106149,0.50165224,0,50.165224,-7.53477600000001
379962,0.15384191,1,15.384191,-42.315809
284569,0.6132574,0,61.32574,3.62573999999999
127105,0.6129832,0,61.29832,3.59831999999999
123089,0.9090371,0,90.90371,33.20371
145094,0.7492202,0,74.92202,17.22202
354268,0.27443212,1,27.443212,-30.256788
345349,0.44110316,0,44.110316,-13.589684
233089,0.26040065,0,26.040065,-31.659935
327229,0.28102696,0,28.102696,-29.597304
366418,0.61644185,0,61.644185,3.94418499999999
132593,0.09738952,0,9.738952,-47.961048
147490,0.57771176,0,57.771176,0.0711760000000012
355012,0.5228406,0,52.28406,-5.41594000000001
142569,0.30721903,0,30.721903,-26.978097
297588,0.43993288,0,43.993288,-13.706712
155177,0.8029217,0,80.29217,22.59217
170245,0.85937756,0,85.937756,28.237756
201922,0.2819556,0,28.19556,-29.50444
123691,0.7826429,0,78.26429,20.56429
435559,0.6051427,1,60.51427,2.81427
384551,0.7554413,0,75.54413,17.84413
224462,0.39298952,0,39.298952,-18.401048
221559,0.930552,0,93.0552,35.3552
311000,0.24878198,0,24.878198,-32.821802
444224,0.4478212,0,44.78212,-12.91788
404762,0.30320603,0,30.320603,-27.379397
103014,0.8007599,0,80.07599,22.37599
259245,0.79546434,0,79.546434,21.846434
193595,0.14523286,0,14.523286,-43.176714
377200,0.8079306,0,80.79306,23.09306
439836,0.6069038,0,60.69038,2.99037999999999
411489,0.62855685,0,62.855685,5.15568499999999
397258,0.8857009,0,88.57009,30.87009
115047,0.34704584,0,34.704584,-22.995416
182657,0.2935006,0,29.35006,-28.34994
454598,0.85654473,0,85.654473,27.954473
422846,0.43792307,0,43.792307,-13.907693
253688,0.45576918,1,45.576918,-12.123082
405471,0.33940476,0,33.940476,-23.759524
110135,0.5815815,0,58.15815,0.458149999999996
217644,0.68385255,0,68.385255,10.685255
326206,0.7213446,0,72.13446,14.43446
200404,0.548664,0,54.8664,-2.8336
198697,0.85376644,0,85.376644,27.676644
452358,0.9581552,0,95.81552,38.11552
158776,0.49432647,0,49.432647,-8.267353
439052,0.65825385,0,65.825385,8.12538499999999
171342,0.8057694,0,80.57694,22.87694
173752,0.17632896,0,17.632896,-40.067104
237135,0.25245702,0,25.245702,-32.454298
292841,0.9024303,0,90.24303,32.54303
152902,0.29698557,0,29.698557,-28.001443
437060,0.45843416,0,45.843416,-11.856584
423841,0.29647648,0,29.647648,-28.052352
184481,0.64720327,0,64.720327,7.02032699999999
240538,0.7438445,0,74.38445,16.68445
347553,0.73185503,0,73.185503,15.485503
164112,0.9583923,0,95.83923,38.13923
172609,0.47908264,0,47.908264,-9.791736
143080,0.21218288,0,21.218288,-36.481712
341935,0.7173084,0,71.73084,14.03084
169840,0.80684227,0,80.684227,22.984227
251528,0.15341353,1,15.341353,-42.358647
186967,0.5074445,0,50.74445,-6.95555000000001
344445,0.3966133,0,39.66133,-18.03867
363385,0.86388946,0,86.388946,28.688946
445973,0.30715668,0,30.715668,-26.984332
