"SK_ID_CURR","TARGET_predicted-probability of default 1","Target_Actual","Rate"
198280,0.5362992,1,53.62992
386166,0.2833323,1,28.33323
177519,0.25877914,0,25.877914
328907,0.3242663,0,32.42663
118838,0.6561783,0,65.61783
332500,0.3960863,0,39.60863
440824,0.48690432,0,48.690432
235261,0.8178195,0,81.78195
116837,0.54699737,1,54.699737
360721,0.10544749,0,10.544749
143212,0.8474924,0,84.74924
210844,0.20030905,0,20.030905
220974,0.26959646,0,26.959646
455230,0.7740915,0,77.40915
129194,0.49833313,0,49.833313
383566,0.51781094,1,51.781094
187417,0.25032675,0,25.032675
376072,0.791517,0,79.1517
426220,0.25936684,0,25.936684
348874,0.4351252,0,43.51252
315618,0.2506139,0,25.06139
455722,0.54642874,0,54.642874
383727,0.29051408,0,29.051408
211200,0.46629304,0,46.629304
303969,0.66222864,0,66.222864
118833,0.7580496,0,75.80496
303866,0.4137133,0,41.37133
284543,0.38790396,1,38.790396
431848,0.21109317,0,21.109317
250607,0.07480858,0,7.480858
177074,0.17055885,0,17.055885
389954,0.53123313,0,53.123313
412601,0.5515025,0,55.15025
322500,0.55343604,0,55.343604
255730,0.17591792,0,17.591792
233514,0.16737942,0,16.737942
307201,0.5145409,0,51.45409
192672,0.282001,0,28.2001
386565,0.8740218,0,87.40218
228345,0.6817832,0,68.17832
438632,0.37947845,0,37.947845
188811,0.2331375,0,23.31375
167949,0.24956065,0,24.956065
255822,0.27846342,0,27.846342
244872,0.6151196,0,61.51196
421320,0.25316408,0,25.316408
311392,0.18296908,0,18.296908
179394,0.558534,0,55.8534
332891,0.4212327,0,42.12327
336193,0.7532301,1,75.32301
455306,0.40352634,0,40.352634
390416,0.6521867,0,65.21867
221362,0.48441598,0,48.441598
227184,0.5428319,1,54.28319
188823,0.764795,0,76.4795
378898,0.05332105,0,5.332105
110983,0.78684086,0,78.684086
443763,0.4759684,0,47.59684
347878,0.37378332,0,37.378332
437688,0.4771742,0,47.71742
378957,0.12290393,0,12.290393
374078,0.37472573,0,37.472573
305821,0.26421237,0,26.421237
419912,0.27798364,1,27.798364
268832,0.037127543,0,3.7127543
118138,0.3390567,0,33.90567
327748,0.749013,0,74.9013
337554,0.5679494,0,56.79494
339153,0.5807648,0,58.07648
192440,0.5050565,0,50.50565
368113,0.05863119,0,5.863119
302844,0.48649713,0,48.649713
198764,0.11250251,0,11.250251
147163,0.5637105,0,56.37105
288055,0.28594822,0,28.594822
279228,0.543563,0,54.3563
136094,0.28662407,0,28.662407
386502,0.63792765,0,63.792765
188495,0.20035341,0,20.035341
449131,0.16768242,0,16.768242
186653,0.32504767,0,32.504767
130128,0.3058086,0,30.58086
179732,0.28022233,0,28.022233
172826,0.5228088,0,52.28088
338461,0.7407039,0,74.07039
430552,0.5099992,0,50.99992
324167,0.14179945,0,14.179945
322818,0.3469737,0,34.69737
247143,0.49485654,0,49.485654
429186,0.5744503,0,57.44503
372175,0.6431622,1,64.31622
327647,0.44967017,0,44.967017
311274,0.648773,0,64.8773
344253,0.18645963,0,18.645963
119905,0.7275618,1,72.75618
445290,0.23133495,0,23.133495
341724,0.5096522,0,50.96522
211748,0.5787365,0,57.87365
408131,0.28097928,0,28.097928
345638,0.64001334,0,64.001334
448227,0.1883943,0,18.83943
204904,0.2787878,0,27.87878
188620,0.50756574,0,50.756574
379018,0.21132475,0,21.132475
371888,0.32456353,0,32.456353
152248,0.3290862,0,32.90862
305292,0.8977773,0,89.77773
124634,0.3014794,0,30.14794
311253,0.63245803,0,63.245803
189607,0.63851136,0,63.851136
149031,0.7498238,0,74.98238
424404,0.28104228,0,28.104228
163125,0.91537696,0,91.537696
324007,0.018348776,0,1.8348776
304706,0.3210662,0,32.10662
434867,0.6878134,1,68.78134
222219,0.89962727,0,89.962727
216575,0.36329922,1,36.329922
292877,0.07661759,0,7.661759
108776,0.5183102,0,51.83102
211495,0.6550864,0,65.50864
103069,0.20437333,0,20.437333
142915,0.8067573,0,80.67573
407497,0.7521447,0,75.21447
318029,0.22453323,0,22.453323
389351,0.7363975,1,73.63975
367351,0.25724515,0,25.724515
280483,0.38321063,0,38.321063
372072,0.2998902,0,29.98902
261800,0.26114172,0,26.114172
332127,0.12951848,0,12.951848
341992,0.48068056,0,48.068056
448932,0.5184308,1,51.84308
351715,0.38400474,0,38.400474
285022,0.2256187,0,22.56187
394763,0.51046395,1,51.046395
103445,0.48036334,0,48.036334
169621,0.76743054,0,76.743054
430752,0.6147693,0,61.47693
233381,0.12753405,0,12.753405
182293,0.29614127,0,29.614127
272216,0.69391894,1,69.391894
286647,0.5003977,0,50.03977
233198,0.112762086,0,11.2762086
332925,0.24829486,0,24.829486
378670,0.068779275,0,6.8779275
417060,0.37705326,0,37.705326
193000,0.3796578,0,37.96578
254875,0.7091461,0,70.91461
386949,0.34351164,0,34.351164
348038,0.23875636,0,23.875636
178333,0.7494849,1,74.94849
195424,0.52061003,0,52.061003
448733,0.29734886,0,29.734886
157045,0.21430562,0,21.430562
401322,0.5660947,0,56.60947
140598,0.092387244,0,9.2387244
238547,0.17657228,0,17.657228
405931,0.07686388,0,7.686388
162642,0.19435681,0,19.435681
360318,0.09066151,0,9.066151
344197,0.77764463,0,77.764463
255242,0.58436334,0,58.436334
339160,0.36184496,0,36.184496
272277,0.54381865,0,54.381865
208953,0.17411074,0,17.411074
335970,0.46295926,0,46.295926
416574,0.646428,0,64.6428
245396,0.27078295,0,27.078295
404987,0.2697237,0,26.97237
445783,0.2809343,1,28.09343
449274,0.4382141,0,43.82141
266916,0.61902755,0,61.902755
355313,0.38187826,0,38.187826
310373,0.53748846,0,53.748846
417758,0.41500944,0,41.500944
227510,0.16915484,0,16.915484
335536,0.24743965,0,24.743965
268383,0.39557344,0,39.557344
405462,0.18218449,0,18.218449
450462,0.2490493,0,24.90493
446829,0.3474148,0,34.74148
111718,0.2875264,0,28.75264
185678,0.13382222,0,13.382222
333252,0.6515998,0,65.15998
235634,0.58688074,0,58.688074
373015,0.4268427,0,42.68427
226844,0.27099112,0,27.099112
439411,0.46826777,0,46.826777
399836,0.58852077,0,58.852077
391204,0.18670487,0,18.670487
418064,0.613224,0,61.3224
384576,0.25382885,0,25.382885
286322,0.12747322,0,12.747322
313400,0.19090329,0,19.090329
414469,0.25994006,0,25.994006
243039,0.1326746,0,13.26746
315795,0.5723553,1,57.23553
168517,0.27958125,0,27.958125
381637,0.8799836,0,87.99836
268017,0.1048815,0,10.48815
300383,0.25123522,0,25.123522
260983,0.07878012,0,7.878012
330579,0.22860365,0,22.860365
202024,0.6176917,0,61.76917
323227,0.83050245,0,83.050245
132788,0.21736145,0,21.736145
364740,0.34889254,0,34.889254
139793,0.6841873,0,68.41873
153947,0.38311997,0,38.311997
220596,0.57362354,0,57.362354
423264,0.7669054,1,76.69054
105151,0.5363207,0,53.63207
131080,0.66806,0,66.806
130050,0.39842775,0,39.842775
195749,0.12902942,0,12.902942
441628,0.9238681,1,92.38681
248709,0.507984,0,50.7984
414407,0.5710732,0,57.10732
451624,0.41087487,1,41.087487
412813,0.1228935,0,12.28935
315427,0.72219485,0,72.219485
144474,0.7650709,0,76.50709
353436,0.24293113,0,24.293113
374371,0.5402929,0,54.02929
224745,0.50406224,1,50.406224
114000,0.772895,0,77.2895
120097,0.42353898,0,42.353898
139539,0.32551557,1,32.551557
158095,0.12634532,0,12.634532
440381,0.21701336,0,21.701336
438939,0.7425542,0,74.25542
270690,0.7876949,0,78.76949
342031,0.3946742,1,39.46742
315862,0.1136344,0,11.36344
445898,0.44388905,0,44.388905
276025,0.69237286,0,69.237286
353840,0.2862593,0,28.62593
164197,0.4638133,0,46.38133
153207,0.16367997,0,16.367997
114503,0.051919773,0,5.1919773
284161,0.62032306,0,62.032306
232786,0.6996877,0,69.96877
172579,0.5438123,0,54.38123
307654,0.38207644,0,38.207644
390481,0.5014985,0,50.14985
262683,0.5290932,0,52.90932
410362,0.16790497,0,16.790497
409853,0.35756958,0,35.756958
412814,0.42534646,0,42.534646
424977,0.25841862,0,25.841862
242534,0.09533704,0,9.533704
355491,0.1535231,0,15.35231
264919,0.5388191,0,53.88191
114124,0.3850888,0,38.50888
439419,0.087252535,0,8.7252535
292247,0.38602915,0,38.602915
388101,0.30830905,0,30.830905
132157,0.5066118,0,50.66118
307353,0.5743307,0,57.43307
169375,0.7723484,1,77.23484
260704,0.21714728,0,21.714728
327348,0.12367874,0,12.367874
303154,0.7011136,1,70.11136
152183,0.2827792,0,28.27792
277495,0.47494107,1,47.494107
206782,0.59126693,1,59.126693
183539,0.6044952,0,60.44952
108293,0.24093767,0,24.093767
273474,0.66672355,0,66.672355
130454,0.6726487,0,67.26487
325295,0.39591324,0,39.591324
119153,0.6069044,0,60.69044
397177,0.43116835,0,43.116835
186597,0.78920615,0,78.920615
336080,0.3763354,0,37.63354
107835,0.5675095,0,56.75095
254225,0.81512254,1,81.512254
434586,0.4739199,0,47.39199
287410,0.7553125,0,75.53125
399291,0.21726854,0,21.726854
278339,0.5102703,1,51.02703
209806,0.08395467,0,8.395467
417377,0.22490661,0,22.490661
262819,0.53531975,0,53.531975
282818,0.23324184,0,23.324184
408809,0.1735139,0,17.35139
196820,0.29215753,0,29.215753
360808,0.56927115,0,56.927115
352267,0.55915034,0,55.915034
188595,0.24869967,0,24.869967
302134,0.58721095,0,58.721095
220095,0.23316425,0,23.316425
162658,0.18432502,0,18.432502
111429,0.37893066,0,37.893066
441677,0.25509664,0,25.509664
277279,0.27734736,0,27.734736
149835,0.3130443,0,31.30443
434497,0.80839896,0,80.839896
217274,0.60479134,0,60.479134
115825,0.51102155,0,51.102155
182996,0.48312452,0,48.312452
163589,0.118745856,0,11.8745856
352149,0.17595343,0,17.595343
133797,0.8645119,0,86.45119
444670,0.5013404,0,50.13404
209535,0.38104078,0,38.104078
197777,0.44694337,0,44.694337
440525,0.23418579,0,23.418579
305528,0.05655514,0,5.655514
125822,0.7345881,0,73.45881
280362,0.80818945,0,80.818945
170561,0.21599567,0,21.599567
368712,0.28972176,0,28.972176
376562,0.19115031,0,19.115031
134095,0.1591298,0,15.91298
362678,0.56716657,0,56.716657
326930,0.12604038,0,12.604038
100305,0.578255,0,57.8255
418480,0.16715267,0,16.715267
412828,0.7694752,1,76.94752
299416,0.09928237,0,9.928237
199617,0.6836579,1,68.36579
392005,0.28002492,0,28.002492
117645,0.295421,0,29.5421
447485,0.5074489,0,50.74489
426015,0.42840308,0,42.840308
272395,0.69259375,0,69.259375
208741,0.15429199,0,15.429199
166689,0.49047497,0,49.047497
372899,0.13988511,0,13.988511
248469,0.38455418,0,38.455418
324521,0.3615366,0,36.15366
397075,0.85321444,0,85.321444
100417,0.5560881,0,55.60881
259608,0.5377779,0,53.77779
234342,0.2626527,0,26.26527
267729,0.5235493,0,52.35493
387773,0.5507367,1,55.07367
443331,0.71856433,1,71.856433
236473,0.49369553,0,49.369553
102379,0.5181405,0,51.81405
185722,0.55994433,0,55.994433
153011,0.16184655,0,16.184655
123838,0.64187783,0,64.187783
261939,0.4993106,0,49.93106
249914,0.70519286,0,70.519286
185145,0.22786778,0,22.786778
377038,0.1358454,0,13.58454
117844,0.18447104,0,18.447104
316893,0.43802604,0,43.802604
319934,0.34998345,0,34.998345
120337,0.39007565,0,39.007565
222404,0.20396486,0,20.396486
398332,0.12592568,0,12.592568
276335,0.80920136,0,80.920136
304541,0.68114924,1,68.114924
269184,0.42774254,0,42.774254
113165,0.23976345,0,23.976345
105620,0.53107464,0,53.107464
248588,0.30323496,0,30.323496
433013,0.8605126,1,86.05126
448076,0.6637519,0,66.37519
112578,0.290267,0,29.0267
117601,0.5053339,1,50.53339
106517,0.8554736,0,85.54736
351918,0.5672026,1,56.72026
231948,0.73827094,1,73.827094
406493,0.11099922,0,11.099922
221942,0.50896245,0,50.896245
407888,0.6470782,1,64.70782
403079,0.80262285,0,80.262285
267889,0.5858383,0,58.58383
374634,0.5949786,0,59.49786
418530,0.4819984,0,48.19984
417539,0.91863155,0,91.863155
325950,0.46057525,0,46.057525
205666,0.61566436,1,61.566436
130173,0.83455884,1,83.455884
412058,0.30862206,0,30.862206
147863,0.7572556,0,75.72556
236113,0.6624681,0,66.24681
382371,0.45725688,1,45.725688
348956,0.28931466,0,28.931466
281459,0.72085255,0,72.085255
175112,0.7018974,0,70.18974
252516,0.41691002,0,41.691002
435023,0.2635167,0,26.35167
444394,0.20755057,0,20.755057
365146,0.13309449,0,13.309449
400456,0.32113415,0,32.113415
135846,0.4128133,0,41.28133
296731,0.5783636,0,57.83636
210238,0.58486843,0,58.486843
243508,0.35217,0,35.217
189936,0.5113175,0,51.13175
114464,0.3755289,0,37.55289
368247,0.17851125,0,17.851125
283359,0.41562927,0,41.562927
438175,0.19783157,0,19.783157
214848,0.14344451,0,14.344451
289736,0.8273456,1,82.73456
414504,0.38044822,0,38.044822
120234,0.2086445,0,20.86445
128087,0.10264741,0,10.264741
239499,0.10981331,0,10.981331
349914,0.09156079,0,9.156079
327157,0.39120626,0,39.120626
180657,0.19929808,0,19.929808
146780,0.86384225,1,86.384225
160349,0.8066412,0,80.66412
173011,0.7564384,0,75.64384
153620,0.83754134,0,83.754134
309329,0.3414467,0,34.14467
359148,0.42150775,0,42.150775
299778,0.7135275,0,71.35275
141784,0.22650304,0,22.650304
153417,0.33723092,0,33.723092
322213,0.52106804,0,52.106804
233936,0.2074638,0,20.74638
372251,0.07838194,0,7.838194
251358,0.11623604,0,11.623604
205783,0.3995809,0,39.95809
167201,0.71143943,0,71.143943
151903,0.41579184,0,41.579184
363292,0.3599804,0,35.99804
143062,0.6546347,0,65.46347
329974,0.7349665,0,73.49665
226424,0.13462172,0,13.462172
250417,0.24638775,0,24.638775
416101,0.72408044,0,72.408044
287892,0.72022754,0,72.022754
325281,0.2589951,0,25.89951
276275,0.35195234,0,35.195234
416465,0.2940459,0,29.40459
357609,0.7265502,0,72.65502
386067,0.5716743,0,57.16743
246784,0.30348173,0,30.348173
398034,0.23467694,0,23.467694
229163,0.2331197,0,23.31197
306524,0.16982503,0,16.982503
371024,0.7249796,1,72.49796
236823,0.41441706,0,41.441706
254723,0.36262774,1,36.262774
312265,0.43711188,0,43.711188
444259,0.19276442,0,19.276442
325621,0.31005964,0,31.005964
152729,0.57800436,0,57.800436
194579,0.34250784,0,34.250784
241742,0.0617476,0,6.17476
324966,0.1255417,0,12.55417
268885,0.13285115,0,13.285115
409750,0.28816697,0,28.816697
172424,0.24518318,0,24.518318
328222,0.52797943,0,52.797943
106793,0.65920484,0,65.920484
292039,0.22024655,0,22.024655
288538,0.47553498,0,47.553498
157435,0.46504113,0,46.504113
191029,0.41999444,0,41.999444
361868,0.6251744,0,62.51744
179646,0.23255761,0,23.255761
424519,0.37685698,0,37.685698
367355,0.12659168,0,12.659168
162139,0.12741978,0,12.741978
322551,0.7027753,0,70.27753
455545,0.57608265,0,57.608265
106149,0.49834776,0,49.834776
379962,0.8461581,1,84.61581
284569,0.3867426,0,38.67426
127105,0.38701674,0,38.701674
123089,0.09096287,0,9.096287
145094,0.2507798,0,25.07798
354268,0.7255679,1,72.55679
345349,0.55889684,0,55.889684
233089,0.73959935,0,73.959935
327229,0.71897304,0,71.897304
366418,0.38355815,0,38.355815
132593,0.9026105,0,90.26105
147490,0.42228824,0,42.228824
355012,0.47715938,0,47.715938
142569,0.692781,0,69.2781
297588,0.5600671,0,56.00671
155177,0.19707827,0,19.707827
170245,0.14062242,0,14.062242
201922,0.7180444,0,71.80444
123691,0.2173571,0,21.73571
435559,0.39485726,1,39.485726
384551,0.24455868,0,24.455868
224462,0.6070105,0,60.70105
221559,0.06944802,0,6.944802
311000,0.751218,0,75.1218
444224,0.5521788,0,55.21788
404762,0.696794,0,69.6794
103014,0.19924009,0,19.924009
259245,0.20453566,0,20.453566
193595,0.85476714,0,85.476714
377200,0.19206941,0,19.206941
439836,0.39309624,0,39.309624
411489,0.37144315,0,37.144315
397258,0.11429912,0,11.429912
115047,0.65295416,0,65.295416
182657,0.7064994,0,70.64994
454598,0.14345528,0,14.345528
422846,0.5620769,0,56.20769
253688,0.5442308,1,54.42308
405471,0.66059524,0,66.059524
110135,0.4184185,0,41.84185
217644,0.31614745,0,31.614745
326206,0.2786554,0,27.86554
200404,0.45133606,0,45.133606
198697,0.14623359,0,14.623359
452358,0.04184479,0,4.184479
158776,0.5056735,0,50.56735
439052,0.34174615,0,34.174615
171342,0.19423063,0,19.423063
173752,0.82367104,0,82.367104
237135,0.747543,0,74.7543
292841,0.097569734,0,9.7569734
152902,0.70301443,0,70.301443
437060,0.54156584,0,54.156584
423841,0.7035235,0,70.35235
184481,0.35279673,0,35.279673
240538,0.2561555,0,25.61555
347553,0.26814494,0,26.814494
164112,0.04160765,0,4.160765
172609,0.52091736,0,52.091736
143080,0.7878171,0,78.78171
341935,0.28269157,0,28.269157
169840,0.19315773,0,19.315773
251528,0.84658647,1,84.658647
186967,0.49255547,0,49.255547
344445,0.6033867,0,60.33867
363385,0.13611057,0,13.611057
445973,0.6928433,0,69.28433
429564,0.15506724,0,15.506724
440848,0.76791865,0,76.791865
273661,0.18750048,0,18.750048
284830,0.30425847,0,30.425847
260347,0.4352192,0,43.52192
105363,0.5881731,1,58.81731
348013,0.5777609,0,57.77609
152879,0.15967715,0,15.967715
429577,0.32391274,0,32.391274
154469,0.4710685,0,47.10685
282814,0.15602575,0,15.602575
268687,0.48676306,0,48.676306
378737,0.11479285,0,11.479285
441814,0.3494469,0,34.94469
451406,0.46082735,0,46.082735
175837,0.7927208,1,79.27208
235789,0.10225887,0,10.225887
357145,0.366591,0,36.6591
300755,0.87350124,1,87.350124
199392,0.2595496,0,25.95496
146579,0.65853995,0,65.853995
186542,0.1019274,0,10.19274
382030,0.19738057,0,19.738057
322723,0.40409306,0,40.409306
139389,0.4550558,0,45.50558
333092,0.8156275,0,81.56275
414444,0.16949195,0,16.949195
312888,0.8057829,0,80.57829
198438,0.6221233,0,62.21233
372631,0.674236,0,67.4236
273349,0.66740334,0,66.740334
343988,0.23195171,0,23.195171
447423,0.36654186,0,36.654186
105670,0.1364724,0,13.64724
217621,0.19818185,0,19.818185
230214,0.48515245,1,48.515245
165216,0.37315387,0,37.315387
172511,0.36336836,0,36.336836
125861,0.75372905,1,75.372905
255555,0.46903798,1,46.903798
449345,0.4138676,0,41.38676
237409,0.5056674,0,50.56674
387398,0.23018071,0,23.018071
392789,0.1097377,0,10.97377
332346,0.20907667,0,20.907667
352936,0.3351113,0,33.51113
382617,0.09689011,0,9.689011
447849,0.24951166,0,24.951166
369446,0.31430867,0,31.430867
204921,0.13028157,0,13.028157
214502,0.23857994,0,23.857994
286350,0.689295,0,68.9295
411661,0.4070928,0,40.70928
407937,0.84062344,0,84.062344
265007,0.55473524,0,55.473524
250895,0.16452275,0,16.452275
104071,0.6924098,0,69.24098
303174,0.19743429,0,19.743429
267652,0.5332285,0,53.32285
315674,0.58632153,0,58.632153
391571,0.39397842,0,39.397842
264756,0.33321348,0,33.321348
212668,0.6092236,0,60.92236
146928,0.30482778,0,30.482778
314943,0.5313354,0,53.13354
433751,0.3741171,0,37.41171
142233,0.4211625,0,42.11625
313717,0.3771937,0,37.71937
410042,0.5445293,0,54.45293
432239,0.7747777,0,77.47777
359250,0.3964389,0,39.64389
134557,0.17314851,0,17.314851
270838,0.4669676,0,46.69676
232911,0.76912177,0,76.912177
302921,0.3862568,0,38.62568
224052,0.5002844,0,50.02844
279896,0.47364327,0,47.364327
109065,0.4952793,0,49.52793
451963,0.33126208,0,33.126208
370306,0.6028897,0,60.28897
217516,0.5149962,0,51.49962
215520,0.43118334,0,43.118334
430537,0.080901355,0,8.0901355
147799,0.102700144,0,10.2700144
122467,0.11928823,0,11.928823
243168,0.49665746,0,49.665746
280950,0.4881574,0,48.81574
337387,0.4306194,0,43.06194
101270,0.4237954,0,42.37954
317989,0.0971757,0,9.71757
443779,0.70112664,1,70.112664
338082,0.4722199,0,47.22199
360524,0.59078217,0,59.078217
441462,0.21417452,0,21.417452
407051,0.40387967,0,40.387967
366088,0.4236282,0,42.36282
218916,0.34232643,0,34.232643
426019,0.26233867,0,26.233867
364138,0.14478514,0,14.478514
144064,0.28389087,0,28.389087
304397,0.6739339,0,67.39339
215540,0.33674836,0,33.674836
205680,0.7898403,0,78.98403
314191,0.415948,0,41.5948
378578,0.2341576,0,23.41576
150837,0.14935425,0,14.935425
430314,0.38963026,0,38.963026
416750,0.17818193,0,17.818193
359991,0.53531545,0,53.531545
226092,0.7568469,0,75.68469
250066,0.477089,0,47.7089
378832,0.7705204,0,77.05204
384702,0.69374883,0,69.374883
172134,0.28738376,0,28.738376
399063,0.43478554,0,43.478554
244734,0.19564474,0,19.564474
452285,0.5988492,0,59.88492
102639,0.27224067,0,27.224067
452587,0.46746168,0,46.746168
124505,0.5478087,0,54.78087
239267,0.5369709,0,53.69709
235405,0.7010545,0,70.10545
269511,0.37995884,0,37.995884
207620,0.721964,0,72.1964
355939,0.4536676,0,45.36676
145539,0.68495685,0,68.495685
230600,0.4577611,1,45.77611
388851,0.37464625,0,37.464625
341975,0.4275273,0,42.75273
185755,0.38751534,0,38.751534
210631,0.47985157,0,47.985157
380392,0.29295576,0,29.295576
140336,0.19744074,0,19.744074
190264,0.20753591,0,20.753591
138610,0.6346058,0,63.46058
378457,0.5372404,0,53.72404
265128,0.7400458,0,74.00458
273182,0.16751122,0,16.751122
217421,0.7986791,1,79.86791
125131,0.36540875,0,36.540875
235186,0.47565448,0,47.565448
323807,0.1974155,0,19.74155
353235,0.25829786,0,25.829786
259118,0.6896257,0,68.96257
369287,0.5890161,0,58.90161
436555,0.35951528,0,35.951528
440620,0.42433503,0,42.433503
174433,0.31031996,0,31.031996
378086,0.35931173,0,35.931173
412057,0.2933581,0,29.33581
164040,0.3212011,0,32.12011
340114,0.39715016,0,39.715016
387108,0.45619875,0,45.619875
366757,0.031896256,0,3.1896256
224883,0.26176825,1,26.176825
158077,0.74294126,0,74.294126
120769,0.14869091,0,14.869091
284687,0.71337664,0,71.337664
377915,0.25299847,0,25.299847
355421,0.46282732,0,46.282732
430743,0.34776825,0,34.776825
327982,0.6965503,1,69.65503
397000,0.35767874,0,35.767874
356985,0.44035262,0,44.035262
298513,0.64922166,0,64.922166
116485,0.34802285,0,34.802285
151328,0.35601875,0,35.601875
439004,0.56543094,0,56.543094
304141,0.78964984,0,78.964984
130106,0.87905914,0,87.905914
193231,0.60355455,0,60.355455
372990,0.17375217,0,17.375217
105546,0.11575105,0,11.575105
163937,0.45790076,0,45.790076
423510,0.35063374,0,35.063374
447111,0.27327204,0,27.327204
399347,0.25371832,0,25.371832
367904,0.24044788,0,24.044788
319916,0.14353345,0,14.353345
366264,0.19117787,0,19.117787
200177,0.62716,0,62.716
189677,0.44346243,0,44.346243
254802,0.3686039,0,36.86039
403375,0.57050925,0,57.050925
335717,0.37415585,0,37.415585
361447,0.6358405,0,63.58405
401467,0.13891222,0,13.891222
442277,0.19182466,0,19.182466
129541,0.26324576,0,26.324576
453745,0.596063,1,59.6063
222532,0.44447884,0,44.447884
440754,0.30908608,0,30.908608
224881,0.18982439,0,18.982439
381533,0.28996915,0,28.996915
271016,0.4118467,0,41.18467
204871,0.16972712,0,16.972712
258812,0.54559666,0,54.559666
167374,0.90379417,0,90.379417
150920,0.5549381,0,55.49381
142548,0.21167752,0,21.167752
343605,0.5649701,0,56.49701
157263,0.3047358,0,30.47358
452111,0.9181945,1,91.81945
114869,0.51765776,0,51.765776
351642,0.72764087,0,72.764087
313491,0.53553694,1,53.553694
148195,0.8632017,1,86.32017
409671,0.63779175,0,63.779175
206490,0.62169033,0,62.169033
133071,0.425862,0,42.5862
297998,0.5120425,0,51.20425
162877,0.29758808,1,29.758808
257024,0.14168994,0,14.168994
235119,0.22985722,0,22.985722
385926,0.8777606,1,87.77606
207267,0.2652683,0,26.52683
116903,0.4419805,0,44.19805
156870,0.25835064,0,25.835064
116083,0.77224225,1,77.224225
405053,0.7386213,0,73.86213
212164,0.19118965,0,19.118965
188544,0.5539417,0,55.39417
291932,0.6979177,0,69.79177
402129,0.12300872,0,12.300872
210101,0.8881485,0,88.81485
107900,0.52005076,0,52.005076
216128,0.17006557,0,17.006557
115553,0.26981854,0,26.981854
245400,0.5031795,0,50.31795
397608,0.82871765,1,82.871765
417695,0.80391,0,80.391
